Breite,Laenge,Strasse
49.2702,7.8265,L 496
49.2703,7.8265,L 496
49.2704,7.8265,L 496
49.2703,7.8266,L 496
49.2036,7.8538,K 56
49.2036,7.8539,K 56
49.2036,7.854,K 56
49.2035,7.8541,K 56
49.2034,7.8543,K 56
49.2033,7.8545,K 56
49.2031,7.8547,Unbekannt
49.203,7.8549,Unbekannt
49.2029,7.8551,K 56
49.2027,7.8554,K 56
49.2025,7.8555,K 56
49.2023,7.8557,K 56
49.2021,7.8559,K 56
49.202,7.8565,K 56
49.202,7.8568,K 56
49.202,7.8571,K 56
49.2021,7.8574,K 56
49.2027,7.8574,B 10
49.2028,7.8574,B 10
49.2029,7.8574,B 10
49.203,7.8575,B 10
49.2022,7.8576,K 56
49.2025,7.8576,K 56
49.2023,7.8577,K 56
49.203,7.8577,B 10
49.2031,7.858,B 10
49.2032,7.8583,B 10
49.2032,7.8587,B 10
49.2033,7.8591,B 10
49.2034,7.8596,B 10
49.2034,7.86,B 10
49.2035,7.8605,B 10
49.2035,7.861,B 10
49.2036,7.8617,B 10
49.2037,7.8622,B 10
49.2037,7.8627,B 10
49.2038,7.8631,B 10
49.2038,7.8636,B 10
49.2039,7.8641,B 10
49.2039,7.8645,B 10
49.204,7.865,B 10
49.204,7.8655,B 10
49.2041,7.8659,B 10
49.2042,7.8664,B 10
49.2043,7.8669,B 10
49.2044,7.8673,B 10
49.2045,7.8677,B 10
49.2047,7.8681,B 10
49.2049,7.8685,B 10
49.205,7.8689,B 10
49.2052,7.8693,B 10
49.2054,7.8697,B 10
49.2056,7.8701,B 10
49.2057,7.8705,B 10
49.2059,7.8709,B 10
49.2061,7.8713,B 10
49.2062,7.8718,B 10
49.2063,7.8722,B 10
49.2064,7.8727,B 10
49.2065,7.8732,B 10
49.2065,7.874,B 10
49.2065,7.8745,B 10
49.2064,7.875,B 10
49.2064,7.8755,B 10
49.2063,7.876,B 10
49.2063,7.8766,B 10
49.2062,7.8771,B 10
49.2062,7.8777,B 10
49.2061,7.8782,B 10
49.2061,7.8788,B 10
49.2061,7.8793,B 10
49.2061,7.8797,B 10
49.2062,7.8804,B 10
49.2062,7.8808,B 10
49.2063,7.8812,B 10
49.2064,7.8817,B 10
49.2065,7.8821,B 10
49.2067,7.8826,B 10
49.2068,7.883,B 10
49.207,7.8835,B 10
49.2072,7.8839,B 10
49.2074,7.8842,B 10
49.2076,7.8846,B 10
49.2079,7.8849,B 10
49.2081,7.8852,B 10
49.2085,7.8856,B 10
49.2088,7.8858,B 10
49.2091,7.886,B 10
49.2093,7.8862,B 10
49.2096,7.8864,B 10
49.2099,7.8866,B 10
49.2102,7.8868,B 10
49.2105,7.887,B 10
49.2108,7.8872,B 10
49.2111,7.8874,B 10
49.2114,7.8876,B 10
49.2117,7.8878,B 10
49.2121,7.8881,K 56
49.2124,7.8883,B 10
49.2127,7.8886,B 10
49.213,7.8889,B 10
49.2132,7.8892,B 10
49.2135,7.8895,B 10
49.2138,7.8899,B 10
49.214,7.8903,B 10
49.2142,7.8908,B 10
49.2144,7.8912,B 10
49.2146,7.8916,B 10
49.2148,7.8921,B 10
49.2151,7.8927,B 10
49.2152,7.893,B 10
49.2154,7.8934,B 10
49.2156,7.8937,B 10
49.2158,7.894,B 10
49.2159,7.8943,B 10
49.2161,7.8946,B 10
49.2163,7.8949,B 10
49.2165,7.8952,B 10
49.2167,7.8955,B 10
49.217,7.8957,B 10
49.2172,7.896,B 10
49.2175,7.8964,B 10
49.2178,7.8967,B 10
49.218,7.897,B 10
49.2182,7.8973,B 10
49.2185,7.8976,B 10
49.2187,7.8979,B 10
49.219,7.8982,B 10
49.2192,7.8985,B 10
49.2195,7.8987,B 10
49.2197,7.899,B 10
49.22,7.8992,B 10
49.2202,7.8994,B 10
49.2206,7.8998,B 10
49.2208,7.9,B 10
49.2211,7.9003,B 10
49.2213,7.9005,B 10
49.2215,7.9008,B 10
49.2217,7.9011,B 10
49.2219,7.9015,B 10
49.2221,7.9018,B 10
49.2223,7.9022,B 10
49.2225,7.9025,B 10
49.2227,7.9028,B 10
49.2228,7.9032,B 10
49.223,7.9036,B 10
49.2232,7.9042,B 10
49.2233,7.9045,B 10
49.2235,7.9049,B 10
49.2236,7.9053,B 10
49.2237,7.9058,B 10
49.2238,7.9062,B 10
49.2239,7.9066,B 10
49.2239,7.907,B 10
49.224,7.9073,B 10
49.224,7.9076,B 10
49.224,7.9078,B 10
49.224,7.9079,B 10
49.224,7.908,B 10
49.3563,8.1084,Würzmühle
49.3564,8.1084,Würzmühle
49.3562,8.1085,Talstraße
49.3564,8.1085,Würzmühle
49.3562,8.1086,Talstraße
49.3564,8.1087,Würzmühle
49.3562,8.1089,Talstraße
49.3564,8.1089,Würzmühle
49.3564,8.1091,Würzmühle
49.3562,8.1092,Talstraße
49.3562,8.1093,Talstraße
49.3565,8.1093,Würzmühle
49.3566,8.1094,Würzmühle
49.3562,8.1095,Talstraße
49.3567,8.1095,Würzmühle
49.3567,8.1096,Würzmühle
49.3562,8.1097,Talstraße
49.3561,8.1098,Talstraße
49.3567,8.1098,Würzmühle
49.3566,8.1099,Würzmühle
49.3566,8.11,Würzmühle
49.3561,8.1101,Talstraße
49.3561,8.1102,Talstraße
49.3565,8.1102,Würzmühle
49.3561,8.1104,Talstraße
49.3564,8.1104,Würzmühle
49.3565,8.1104,Würzmühle
49.3561,8.1105,Talstraße
49.3564,8.1106,Würzmühle
49.3564,8.1107,Würzmühle
49.3561,8.1108,Talstraße
49.3565,8.1108,Würzmühle
49.3566,8.1109,Würzmühle
49.3567,8.111,Würzmühle
49.3568,8.111,Würzmühle
49.3568,8.1111,Würzmühle
49.3569,8.1111,Würzmühle
49.357,8.1111,Würzmühle
49.3571,8.1111,Würzmühle
49.3561,8.1112,Talstraße
49.3569,8.1112,Würzmühle
49.3571,8.1112,Würzmühle
49.3572,8.1112,Würzmühle
49.3572,8.1113,Würzmühle
49.3573,8.1113,Würzmühle
49.3573,8.1114,Würzmühle
49.3575,8.1114,Würzmühle
49.356,8.1115,Talstraße
49.3574,8.1115,Würzmühle
49.3576,8.1115,Würzmühle
49.3575,8.1116,Würzmühle
49.3576,8.1116,Würzmühle
49.3576,8.1117,Würzmühle
49.356,8.1118,Talstraße
49.3575,8.1118,Wolfsburgstraße
49.3576,8.1119,Wolfsburgstraße
49.3575,8.112,Wolfsburgstraße
49.3575,8.1121,Wolfsburgstraße
49.3559,8.1122,Talstraße
49.3574,8.1122,Wolfsburgstraße
49.3559,8.1123,Talstraße
49.3573,8.1123,Wolfsburgstraße
49.3574,8.1123,Wolfsburgstraße
49.3572,8.1125,Wolfsburgstraße
49.3573,8.1125,Wolfsburgstraße
49.3558,8.1126,Talstraße
49.3572,8.1127,Wolfsburgstraße
49.3571,8.1128,Wolfsburgstraße
49.3557,8.1129,Talstraße
49.3572,8.1129,Wolfsburgstraße
49.357,8.113,Wolfsburgstraße
49.3571,8.1131,Wolfsburgstraße
49.3556,8.1132,Talstraße
49.357,8.1132,Wolfsburgstraße
49.357,8.1133,Wolfsburgstraße
49.3562,8.1134,Talgrafenstraße
49.3563,8.1134,Talgrafenstraße
49.3555,8.1135,Talstraße
49.3561,8.1135,Talgrafenstraße
49.3564,8.1135,Talgrafenstraße
49.3566,8.1135,Talgrafenstraße
49.3567,8.1135,Talgrafenstraße
49.3569,8.1135,Wolfsburgstraße
49.357,8.1135,Wolfsburgstraße
49.3561,8.1136,Talgrafenstraße
49.3569,8.1136,Wolfsburgstraße
49.356,8.1137,Quellenstraße
49.3568,8.1137,Wolfsburgstraße
49.3553,8.1138,Talstraße
49.356,8.1138,Quellenstraße
49.3567,8.1139,Wolfsburgstraße
49.3559,8.114,Quellenstraße
49.3552,8.1141,Talstraße
49.3558,8.1141,Quellenstraße
49.3566,8.1141,Wolfsburgstraße
49.3553,8.1142,Talstraße
49.3558,8.1143,Quellenstraße
49.3566,8.1143,Wolfsburgstraße
49.3508,8.1144,Leibnizstraße
49.3546,8.1144,Saarlandstraße
49.3547,8.1144,Saarlandstraße
49.3557,8.1144,Quellenstraße
49.3507,8.1145,Leibnizstraße
49.3508,8.1145,Leibnizstraße
49.3545,8.1145,Saarlandstraße
49.3548,8.1145,Saarlandstraße
49.3551,8.1145,Talstraße
49.3552,8.1145,Talstraße
49.3565,8.1145,Wolfsburgstraße
49.3507,8.1146,Leibnizstraße
49.3545,8.1146,Saarlandstraße
49.3546,8.1146,Saarlandstraße
49.3549,8.1146,Saarlandstraße
49.355,8.1146,Saarlandstraße
49.3556,8.1146,Quellenstraße
49.3564,8.1146,Wolfsburgstraße
49.3507,8.1147,Leibnizstraße
49.354,8.1147,Saarlandstraße
49.3541,8.1147,Saarlandstraße
49.3542,8.1147,Saarlandstraße
49.3544,8.1147,Saarlandstraße
49.3548,8.1147,Saarlandstraße
49.3556,8.1147,Quellenstraße
49.3506,8.1148,Humboldtstraße
49.3507,8.1148,Humboldtstraße
49.3539,8.1148,Saarlandstraße
49.3542,8.1148,Saarlandstraße
49.3549,8.1148,Saarlandstraße
49.3551,8.1148,Talstraße
49.3505,8.1149,Humboldtstraße
49.3506,8.1149,Humboldtstraße
49.3507,8.1149,Humboldtstraße
49.3537,8.1149,Saarlandstraße
49.354,8.1149,Saarlandstraße
49.3548,8.1149,Saarlandstraße
49.3555,8.1149,Quellenstraße
49.3505,8.115,Humboldtstraße
49.3506,8.115,Leibnizstraße
49.3507,8.115,Leibnizstraße
49.3535,8.115,Saarlandstraße
49.3536,8.115,Saarlandstraße
49.3538,8.115,Saarlandstraße
49.3546,8.115,Saarlandstraße
49.3547,8.115,Saarlandstraße
49.3554,8.115,Quellenstraße
49.3562,8.115,Quellenstraße
49.3504,8.1151,Humboldtstraße
49.3506,8.1151,Leibnizstraße
49.3533,8.1151,Saarlandstraße
49.3534,8.1151,Saarlandstraße
49.3536,8.1151,Saarlandstraße
49.3537,8.1151,Saarlandstraße
49.3547,8.1151,Saarlandstraße
49.355,8.1151,Talstraße
49.3504,8.1152,Humboldtstraße
49.3506,8.1152,Leibnizstraße
49.3531,8.1152,Saarlandstraße
49.3533,8.1152,Saarlandstraße
49.3535,8.1152,Saarlandstraße
49.3546,8.1152,Saarlandstraße
49.3548,8.1152,Talstraße
49.3554,8.1152,Quellenstraße
49.3561,8.1152,Wolfsburgstraße
49.3503,8.1153,Humboldtstraße
49.3504,8.1153,Humboldtstraße
49.3505,8.1153,Leibnizstraße
49.3506,8.1153,Leibnizstraße
49.353,8.1153,Saarlandstraße
49.3532,8.1153,Saarlandstraße
49.3533,8.1153,Saarlandstraße
49.3543,8.1153,Saarlandstraße
49.3545,8.1153,Saarlandstraße
49.3551,8.1153,Quellenstraße
49.3552,8.1153,Quellenstraße
49.3503,8.1154,Humboldtstraße
49.3504,8.1154,Humboldtstraße
49.3505,8.1154,Leibnizstraße
49.3506,8.1154,Leibnizstraße
49.3528,8.1154,Saarlandstraße
49.353,8.1154,Saarlandstraße
49.3531,8.1154,Saarlandstraße
49.3543,8.1154,Saarlandstraße
49.3549,8.1154,Talstraße
49.355,8.1154,Talstraße
49.356,8.1154,Wolfsburgstraße
49.3502,8.1155,Humboldtstraße
49.3503,8.1155,Humboldtstraße
49.3504,8.1155,Leibnizstraße
49.3505,8.1155,Leibnizstraße
49.3526,8.1155,Saarlandstraße
49.3528,8.1155,Saarlandstraße
49.353,8.1155,Saarlandstraße
49.3542,8.1155,Saarlandstraße
49.3547,8.1155,Talstraße
49.355,8.1155,Quellenstraße
49.3552,8.1155,Quellenstraße
49.3501,8.1156,Am Waldrand
49.3502,8.1156,Humboldtstraße
49.3504,8.1156,Leibnizstraße
49.3505,8.1156,Leibnizstraße
49.3528,8.1156,Saarlandstraße
49.3529,8.1156,Saarlandstraße
49.3542,8.1156,Saarlandstraße
49.3548,8.1156,Talstraße
49.355,8.1156,Quellenstraße
49.3553,8.1156,Quellenstraße
49.3559,8.1156,Wolfsburgstraße
49.35,8.1157,Humboldtstraße
49.3501,8.1157,Am Waldrand
49.3502,8.1157,Humboldtstraße
49.3504,8.1157,Leibnizstraße
49.3505,8.1157,Leibnizstraße
49.3525,8.1157,Saarlandstraße
49.3526,8.1157,Saarlandstraße
49.3527,8.1157,Saarlandstraße
49.3528,8.1157,Saarlandstraße
49.3539,8.1157,Saarlandstraße
49.3541,8.1157,Saarlandstraße
49.3548,8.1157,Talstraße
49.3549,8.1157,Quellenstraße
49.35,8.1158,Am Waldrand
49.3501,8.1158,Humboldtstraße
49.3504,8.1158,Leibnizstraße
49.3523,8.1158,Saarlandstraße
49.3525,8.1158,Saarlandstraße
49.3527,8.1158,Saarlandstraße
49.3538,8.1158,Saarlandstraße
49.3539,8.1158,Saarlandstraße
49.354,8.1158,Saarlandstraße
49.3546,8.1158,Talstraße
49.3547,8.1158,Talstraße
49.3554,8.1158,Quellenstraße
49.3558,8.1158,Wolfsburgstraße
49.3499,8.1159,Am Waldrand
49.35,8.1159,Am Waldrand
49.3503,8.1159,Leibnizstraße
49.3504,8.1159,Leibnizstraße
49.3524,8.1159,Saarlandstraße
49.3526,8.1159,Saarlandstraße
49.3537,8.1159,Saarlandstraße
49.3539,8.1159,Saarlandstraße
49.3548,8.1159,Quellenstraße
49.3553,8.1159,Quellenstraße
49.3498,8.116,Am Waldrand
49.3499,8.116,Am Waldrand
49.3504,8.116,Leibnizstraße
49.3525,8.116,Saarlandstraße
49.3535,8.116,Saarlandstraße
49.3536,8.116,Saarlandstraße
49.3546,8.116,Talstraße
49.3554,8.116,Quellenstraße
49.3557,8.116,Wolfsburgstraße
49.3497,8.1161,Am Waldrand
49.3498,8.1161,Am Waldrand
49.3503,8.1161,Leibnizstraße
49.3504,8.1161,Leibnizstraße
49.3522,8.1161,Saarlandstraße
49.3523,8.1161,Saarlandstraße
49.3524,8.1161,Saarlandstraße
49.3534,8.1161,Saarlandstraße
49.3536,8.1161,Saarlandstraße
49.3544,8.1161,Talstraße
49.3545,8.1161,Talstraße
49.3547,8.1161,Quellenstraße
49.3554,8.1161,Sauterstraße
49.3555,8.1161,Quellenstraße
49.3497,8.1162,Am Waldrand
49.3503,8.1162,Leibnizstraße
49.3504,8.1162,Leibnizstraße
49.3522,8.1162,Saarlandstraße
49.3533,8.1162,Saarlandstraße
49.3544,8.1162,Talstraße
49.3545,8.1162,Talstraße
49.3547,8.1162,Quellenstraße
49.3554,8.1162,Sauterstraße
49.3556,8.1162,Wolfsburgstraße
49.3496,8.1163,Am Waldrand
49.3497,8.1163,Am Waldrand
49.3498,8.1163,Humboldtstraße
49.3503,8.1163,Leibnizstraße
49.3504,8.1163,Leibnizstraße
49.3522,8.1163,Saarlandstraße
49.3533,8.1163,Saarlandstraße
49.3542,8.1163,Talstraße
49.3546,8.1163,Quellenstraße
49.3547,8.1163,Quellenstraße
49.3556,8.1163,Wolfsburgstraße
49.3495,8.1164,Am Waldrand
49.3496,8.1164,Am Waldrand
49.3503,8.1164,Leibnizstraße
49.3504,8.1164,Leibnizstraße
49.3521,8.1164,Saarlandstraße
49.3522,8.1164,Saarlandstraße
49.3532,8.1164,Saarlandstraße
49.354,8.1164,Talstraße
49.3542,8.1164,Talstraße
49.3545,8.1164,Quellenstraße
49.3546,8.1164,Quellenstraße
49.3555,8.1164,Sauterstraße
49.3495,8.1165,Am Waldrand
49.3496,8.1165,Am Waldrand
49.3503,8.1165,Leibnizstraße
49.3504,8.1165,Leibnizstraße
49.352,8.1165,Saarlandstraße
49.3531,8.1165,Saarlandstraße
49.354,8.1165,Talstraße
49.3546,8.1165,Quellenstraße
49.3556,8.1165,Quellenstraße
49.3494,8.1166,Am Waldrand
49.3495,8.1166,Am Waldrand
49.3503,8.1166,Leibnizstraße
49.3504,8.1166,Leibnizstraße
49.352,8.1166,Saarlandstraße
49.3521,8.1166,Saarlandstraße
49.353,8.1166,Saarlandstraße
49.3537,8.1166,Talstraße
49.3539,8.1166,Talstraße
49.354,8.1166,Talstraße
49.3541,8.1166,Quellenstraße
49.3544,8.1166,Quellenstraße
49.3555,8.1166,Sauterstraße
49.3493,8.1167,Am Waldrand
49.3494,8.1167,Am Waldrand
49.3495,8.1167,Am Waldrand
49.3503,8.1167,Leibnizstraße
49.3504,8.1167,Leibnizstraße
49.3519,8.1167,Saarlandstraße
49.3531,8.1167,Saarlandstraße
49.3537,8.1167,Talstraße
49.3538,8.1167,Talstraße
49.3542,8.1167,Quellenstraße
49.3545,8.1167,Quellenstraße
49.3556,8.1167,Quellenstraße
49.3493,8.1168,Am Waldrand
49.3494,8.1168,Am Waldrand
49.3503,8.1168,Leibnizstraße
49.3504,8.1168,Leibnizstraße
49.3519,8.1168,Saarlandstraße
49.352,8.1168,Saarlandstraße
49.3529,8.1168,Saarlandstraße
49.353,8.1168,Saarlandstraße
49.3535,8.1168,Talstraße
49.3536,8.1168,Talstraße
49.3543,8.1168,Quellenstraße
49.3544,8.1168,Quellenstraße
49.3555,8.1168,Sauterstraße
49.3492,8.1169,Am Waldrand
49.3493,8.1169,Am Waldrand
49.3503,8.1169,Nachtigallstraße
49.3504,8.1169,Leibnizstraße
49.3518,8.1169,Saarlandstraße
49.3531,8.1169,Saarlandstraße
49.3532,8.1169,Saarlandstraße
49.3534,8.1169,Talstraße
49.3543,8.1169,Quellenstraße
49.3555,8.1169,Sauterstraße
49.3556,8.1169,Sauterstraße
49.3491,8.117,Am Waldrand
49.3492,8.117,Am Waldrand
49.3503,8.117,Nachtigallstraße
49.3504,8.117,Leibnizstraße
49.3519,8.117,Saarlandstraße
49.353,8.117,Saarlandstraße
49.3531,8.117,Saarlandstraße
49.3533,8.117,Talstraße
49.3554,8.117,Sauterstraße
49.349,8.1171,Am Waldrand
49.3491,8.1171,Am Waldrand
49.3492,8.1171,Am Waldrand
49.3503,8.1171,Nachtigallstraße
49.3504,8.1171,Leibnizstraße
49.3518,8.1171,Saarlandstraße
49.3531,8.1171,Saarlandstraße
49.3555,8.1171,Sauterstraße
49.349,8.1172,Am Waldrand
49.3491,8.1172,Am Waldrand
49.3502,8.1172,Nachtigallstraße
49.3503,8.1172,Nachtigallstraße
49.3504,8.1172,Leibnizstraße
49.3518,8.1172,Saarlandstraße
49.3519,8.1172,Saarlandstraße
49.3532,8.1172,Talstraße
49.3553,8.1172,Sauterstraße
49.3554,8.1172,Sauterstraße
49.3489,8.1173,Am Waldrand
49.349,8.1173,Am Waldrand
49.3491,8.1173,Am Waldrand
49.3502,8.1173,Nachtigallstraße
49.3503,8.1173,Leibnizstraße
49.3504,8.1173,Leibnizstraße
49.3532,8.1173,Talstraße
49.3555,8.1173,Sauterstraße
49.3488,8.1174,Am Waldrand
49.3489,8.1174,Am Waldrand
49.349,8.1174,Am Waldrand
49.3501,8.1174,Nachtigallstraße
49.3503,8.1174,Leibnizstraße
49.3504,8.1174,Leibnizstraße
49.3517,8.1174,Saarlandstraße
49.3518,8.1174,Saarlandstraße
49.3531,8.1174,Talstraße
49.3488,8.1175,Am Waldrand
49.3489,8.1175,Am Waldrand
49.3501,8.1175,Nachtigallstraße
49.3503,8.1175,Leibnizstraße
49.3504,8.1175,Leibnizstraße
49.3517,8.1175,Saarlandstraße
49.3518,8.1175,Saarlandstraße
49.353,8.1175,Talstraße
49.3552,8.1175,Sauterstraße
49.3553,8.1175,Sauterstraße
49.3487,8.1176,Am Waldrand
49.3488,8.1176,Am Waldrand
49.3489,8.1176,Am Waldrand
49.35,8.1176,Nachtigallstraße
49.3503,8.1176,Leibnizstraße
49.3504,8.1176,Leibnizstraße
49.3516,8.1176,Saarlandstraße
49.355,8.1176,Sauterstraße
49.3552,8.1176,Sauterstraße
49.3487,8.1177,Am Waldrand
49.3488,8.1177,Am Waldrand
49.35,8.1177,Nachtigallstraße
49.3503,8.1177,Leibnizstraße
49.3504,8.1177,Leibnizstraße
49.3517,8.1177,Saarlandstraße
49.3529,8.1177,Talstraße
49.3551,8.1177,Sauterstraße
49.3486,8.1178,Am Waldrand
49.3487,8.1178,Am Waldrand
49.3488,8.1178,Am Waldrand
49.3499,8.1178,Nachtigallstraße
49.3503,8.1178,Leibnizstraße
49.3504,8.1178,Leibnizstraße
49.3516,8.1178,Saarlandstraße
49.3517,8.1178,Saarlandstraße
49.3549,8.1178,Sauterstraße
49.355,8.1178,Sauterstraße
49.3486,8.1179,Am Waldrand
49.3487,8.1179,Am Waldrand
49.3488,8.1179,Am Waldrand
49.3498,8.1179,Nachtigallstraße
49.3503,8.1179,Leibnizstraße
49.3504,8.1179,Leibnizstraße
49.3517,8.1179,Saarlandstraße
49.3527,8.1179,Talstraße
49.3547,8.1179,Sauterstraße
49.3548,8.1179,Sauterstraße
49.3486,8.118,Am Waldrand
49.3487,8.118,Julius-Wilde-Straße
49.3488,8.118,Julius-Wilde-Straße
49.3503,8.118,Maria-Merian-Straße
49.3504,8.118,Leibnizstraße
49.3516,8.118,Saarlandstraße
49.3548,8.118,Sauterstraße
49.3497,8.1181,Nachtigallstraße
49.3498,8.1181,Maria-Merian-Straße
49.3503,8.1181,Maria-Merian-Straße
49.3504,8.1181,Leibnizstraße
49.3515,8.1181,Saarlandstraße
49.3546,8.1181,Sauterstraße
49.3497,8.1182,Nachtigallstraße
49.3503,8.1182,Leibnizstraße
49.3504,8.1182,Leibnizstraße
49.3515,8.1182,Saarlandstraße
49.3516,8.1182,Saarlandstraße
49.3526,8.1182,Talstraße
49.3547,8.1182,Sauterstraße
49.3496,8.1183,Nachtigallstraße
49.3503,8.1183,Leibnizstraße
49.3504,8.1183,Leibnizstraße
49.3514,8.1183,Saarlandstraße
49.3546,8.1183,Sauterstraße
49.3496,8.1184,Nachtigallstraße
49.3503,8.1184,Leibnizstraße
49.3504,8.1184,Leibnizstraße
49.3514,8.1184,Saarlandstraße
49.3515,8.1184,Saarlandstraße
49.3525,8.1184,Talstraße
49.3546,8.1184,Sauterstraße
49.3495,8.1185,Nachtigallstraße
49.3503,8.1185,Leibnizstraße
49.3504,8.1185,Leibnizstraße
49.3515,8.1185,Saarlandstraße
49.3545,8.1185,Sauterstraße
49.3495,8.1186,Nachtigallstraße
49.3503,8.1186,Leibnizstraße
49.3504,8.1186,Leibnizstraße
49.3514,8.1186,Saarlandstraße
49.3524,8.1186,Talstraße
49.3494,8.1187,Nachtigallstraße
49.3504,8.1187,Leibnizstraße
49.3544,8.1187,Sauterstraße
49.3545,8.1187,Schloßweg
49.3493,8.1188,Nachtigallstraße
49.3494,8.1188,Nachtigallstraße
49.3503,8.1188,Leibnizstraße
49.3504,8.1188,Leibnizstraße
49.3513,8.1188,Saarlandstraße
49.3514,8.1188,Saarlandstraße
49.3545,8.1188,Schloßweg
49.3493,8.1189,Nachtigallstraße
49.3504,8.1189,Leibnizstraße
49.3513,8.1189,Saarlandstraße
49.3514,8.1189,Saarlandstraße
49.3523,8.1189,Talstraße
49.3543,8.1189,Sauterstraße
49.3544,8.1189,Sauterstraße
49.3493,8.119,Nachtigallstraße
49.3503,8.119,Leibnizstraße
49.3504,8.119,Leibnizstraße
49.3512,8.119,Saarlandstraße
49.3544,8.119,Sauterstraße
49.3493,8.1191,Nachtigallstraße
49.3504,8.1191,Leibnizstraße
49.3512,8.1191,Saarlandstraße
49.3513,8.1191,Saarlandstraße
49.3543,8.1191,Sauterstraße
49.3492,8.1192,Nachtigallstraße
49.3503,8.1192,Leibnizstraße
49.3504,8.1192,Leibnizstraße
49.3522,8.1192,Talstraße
49.3542,8.1192,Sauterstraße
49.3492,8.1193,Nachtigallstraße
49.3503,8.1193,Leibnizstraße
49.3504,8.1193,Leibnizstraße
49.3512,8.1193,Saarlandstraße
49.3542,8.1193,Sauterstraße
49.3543,8.1193,Sauterstraße
49.3491,8.1194,Nachtigallstraße
49.3543,8.1194,Sauterstraße
49.3491,8.1195,Nachtigallstraße
49.3503,8.1195,Leibnizstraße
49.3504,8.1195,Leibnizstraße
49.3511,8.1195,Saarlandstraße
49.3512,8.1195,Saarlandstraße
49.3541,8.1195,Schloßweg
49.3542,8.1195,Sauterstraße
49.349,8.1196,Nachtigallstraße
49.3503,8.1196,Leibnizstraße
49.3512,8.1196,Saarlandstraße
49.352,8.1196,Talstraße
49.3542,8.1196,Sauterstraße
49.349,8.1197,Nachtigallstraße
49.3504,8.1197,Leibnizstraße
49.3511,8.1197,Saarlandstraße
49.354,8.1197,Schloßweg
49.3541,8.1197,Sauterstraße
49.349,8.1198,Nachtigallstraße
49.3503,8.1198,Leibnizstraße
49.354,8.1198,Schloßweg
49.3541,8.1198,Sauterstraße
49.349,8.1199,Nachtigallstraße
49.3511,8.1199,Saarlandstraße
49.3519,8.1199,Talstraße
49.354,8.1199,Sauterstraße
49.3489,8.12,Nachtigallstraße
49.3503,8.12,Leibnizstraße
49.3504,8.12,Leibnizstraße
49.3539,8.12,Schloßweg
49.3541,8.12,Sauterstraße
49.3489,8.1201,Nachtigallstraße
49.3502,8.1201,Leibnizstraße
49.351,8.1201,Saarlandstraße
49.3511,8.1201,Saarlandstraße
49.3519,8.1201,Talstraße
49.3539,8.1201,Sauterstraße
49.354,8.1201,Sauterstraße
49.3489,8.1202,Nachtigallstraße
49.3503,8.1202,Leibnizstraße
49.3504,8.1202,Leibnizstraße
49.351,8.1202,Saarlandstraße
49.3538,8.1202,Schloßweg
49.354,8.1202,Sauterstraße
49.3488,8.1203,Nachtigallstraße
49.3503,8.1203,Leibnizstraße
49.3538,8.1203,Schloßweg
49.3539,8.1203,Sauterstraße
49.3488,8.1204,Nachtigallstraße
49.3502,8.1204,Leibnizstraße
49.3504,8.1204,Hauberallee
49.351,8.1204,Saarlandstraße
49.3518,8.1204,Talstraße
49.3539,8.1204,Sauterstraße
49.3487,8.1205,Nachtigallstraße
49.3488,8.1205,Nachtigallstraße
49.3503,8.1205,Leibnizstraße
49.3509,8.1205,Saarlandstraße
49.351,8.1205,Saarlandstraße
49.3538,8.1205,Sauterstraße
49.3504,8.1206,Hauberallee
49.3509,8.1206,Saarlandstraße
49.3538,8.1206,Sauterstraße
49.3487,8.1207,Nachtigallstraße
49.3503,8.1207,Leibnizstraße
49.3504,8.1207,Hauberallee
49.3509,8.1207,Saarlandstraße
49.3517,8.1207,Talstraße
49.3537,8.1207,Sauterstraße
49.3486,8.1208,Nachtigallstraße
49.3487,8.1208,Nachtigallstraße
49.3504,8.1208,Hauberallee
49.3536,8.1208,Schloßweg
49.3537,8.1208,Sauterstraße
49.3486,8.1209,Nachtigallstraße
49.3503,8.1209,Leibnizstraße
49.3504,8.1209,Hauberallee
49.3509,8.1209,Saarlandstraße
49.3486,8.121,Nachtigallstraße
49.3503,8.121,Leibnizstraße
49.3504,8.121,Hauberallee
49.3508,8.121,Saarlandstraße
49.3516,8.121,Talstraße
49.3535,8.121,Sauterstraße
49.3536,8.121,Sauterstraße
49.3537,8.121,Sauterstraße
49.3485,8.1211,Nachtigallstraße
49.3486,8.1211,Nachtigallstraße
49.3503,8.1211,Leibnizstraße
49.3509,8.1211,Saarlandstraße
49.3536,8.1211,Sauterstraße
49.3485,8.1212,Nachtigallstraße
49.3503,8.1212,Leibnizstraße
49.3504,8.1212,Hauberallee
49.3508,8.1212,Saarlandstraße
49.3509,8.1212,Saarlandstraße
49.3535,8.1212,Sauterstraße
49.3536,8.1212,Sauterstraße
49.3485,8.1213,Nachtigallstraße
49.3503,8.1213,Leibnizstraße
49.3534,8.1213,Sauterstraße
49.3485,8.1214,Nachtigallstraße
49.3502,8.1214,Leibnizstraße
49.3503,8.1214,Leibnizstraße
49.3504,8.1214,Leibnizstraße
49.3508,8.1214,Saarlandstraße
49.3515,8.1214,Talstraße
49.3534,8.1214,Sauterstraße
49.3535,8.1214,Sauterstraße
49.3484,8.1215,Nachtigallstraße
49.3485,8.1215,Nachtigallstraße
